Naam,Adres,Latitude,Longitude,Link,Street,Postcode,City
"Dam, A.E.","Huisartsenpraktijk het Bolwerk, Franeker",53.1908543,5.5420884,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-dam-a-e-167068,Hertog van Saxenlaan,8801 ES,Franeker
"Diekerhof, A.","Huisartsenpraktijk van Adrichem, Apeldoorn",52.1958058,6.0068937,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-diekerhof-a-321318,Eglantierlaan,7329 AN,Apeldoorn
"Doedée-Bruens, K.C.H.L.","Huisartsenpraktijk Ingang Zuid, Tilburg",51.5409763,5.0955779,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-doedee-bruens-k-c-h-l-323012,Pater van den Elsenplein,5022 EH,Tilburg
"Dreessen, R.C.J.J.","Huisartsenpraktijk Dreessen, Beesel",51.2780828,6.0441981,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-dreessen-r-c-j-j-122093,Sint Jorisstraat,5954 AP,Beesel
"Duffhues-Kuster, J.E.T.G.","Huisartsenpraktijk Op 't Zand, Sint Anthonis",51.6257979,5.8769906,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-duffhues-kuster-j-e-t-g-263899,Wim Verschurenstraat,5845 BE,Sint Anthonis
"Ebbers, D.","International Health Center The Hague, Huisartsen, Den Haag",52.090769,4.3161377,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ebbers-d-271789,Jan van Nassaustraat,2596 BS,Den Haag
"Eekhof, H.","Gezondheidscentrum Diemen-Zuid, Huisartsen, Diemen",52.33329,4.955159,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-eekhof-h-114011,Havikskruid,1112 NH,Diemen
"Eerden, S.A. van der","Huisartsen Medisch Centrum Putstraat, Landgraaf",50.8898764,6.0164576,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-eerden-s-a-van-der-227374,Putstraat,6372 BK,Landgraaf
"Eijk, K.N.D. van","Huisartspraktijk Van Eijk, Delft",51.9826937,4.3457145,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-eijk-k-n-d-van-267056,Ivoorkust,2622 GL,Delft
"Erp, J.J.M. van","Groepspraktijk Lievekamp, Oss",51.7651894,5.5276997,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-erp-j-j-m-van-121283,Meijer van Leeuwenstraat,5348 JV,Oss
"Fokkens, M.","Medisch Kwartier, Amsterdam",52.3930275,4.8798393,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-fokkens-m-314371,Revaleiland,1014 ZG,Amsterdam
"Geerts, G.H.","Huisartsengroepspraktijk Leek, Leek",53.1633408,6.3783517,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-geerts-g-h-224919,George Wilhelmlaan,9351 GJ,Leek
"Gerretsen, M.F.","Universitaire Huisartsenpraktijk VUmc, Amsterdam",52.3363204,4.8591112,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-gerretsen-m-f-312852,De Boelelaan,1081 HV,Amsterdam
"Gijselhart, J.A.","Huisartspraktijk de Heelhoek, Wijchen",51.8060541,5.7275305,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-gijselhart-j-a-328666,De Renbaan,6602 HM,Wijchen
"Gils, N.C.J.H. van","Huisartsenpraktijk Medizz, 's-Hertogenbosch",51.7048654,5.3124952,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-gils-n-c-j-h-van-337633,Frans Fransenstraat,5231 MG,'s-Hertogenbosch
"Glas, E.","Huisartsenpraktijk de Weide, Hoogeveen",52.7200122,6.4500699,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-glas-e-335826,De Zaaier,7908 MA,Hoogeveen
"Graaf, M.C. van de","Huisartsengroepspraktijk Rijssen, Rijssen",52.3104326,6.5165844,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-graaf-m-c-van-de-117572,Dokter Stokkersstraat,7462 AD,Rijssen
"Groeneveld, J.J.","Huisartsenpraktijk Straatweg, Rotterdam",51.9449896,4.4828203,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-groeneveld-j-j-123810,Straatweg,3051 BD,Rotterdam
"Groot-Weis, N.M. de","Huisartsenpraktijk de Groot-Weis, Vaassen",52.2888989,5.9715726,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-groot-weis-n-m-de-124976,Jan Mulderstraat,8171 CC,Vaassen
"Heerbeek, H.H. van","Huisartspraktijk De Lenne, Moergestel",51.5451997,5.1867343,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-heerbeek-h-h-van-321706,Raadhuisstraat,5066 AP,Moergestel
"Heijden, R.W.J. van der","Huisartsenpraktijk van der Heijden, Zeist",52.0895801,5.222615,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-heijden-r-w-j-van-der-265003,Kroostweg,3704 EB,Zeist
"Hermans, R.P.","Huisartsenpraktijk Ussen, Oss",51.7655265,5.5042257,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hermans-r-p-121286,Opaalweg,5345 SC,Oss
"Hofstee, K.","Huisartsenpraktijk Berkenhove, Zwolle",52.4875504,6.1125011,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hofstee-k-303167,Nieuwe Deventerweg,8014 AK,Zwolle
"Homberg, P.P.P.H. van den","Huisartsenpraktijk Zuid, Krimpen aan den IJssel",51.920407,4.6012317,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-homberg-p-p-p-h-van-den-120125,Groenendaal,2922 CJ,Krimpen aan den IJssel
"Honigh, J.","Huisartsenpraktijk De Ginkel, Ede",52.0514273,5.643685,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-honigh-j-321134,Stakenberg,6718 DG,Ede
"Hopman-Benkaddour, L.","Huisartsenpraktijk Arnhem Centrum, Arnhem",51.9829644,5.9038057,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hopman-benkaddour-l-335594,Willemsplein,6811 KC,Arnhem
"Hoppenbrouwers, A.P.E.","Huisartsenpraktijk Hoppenbrouwers, Berkel en Rodenrijs",51.9937617,4.4665876,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hoppenbrouwers-a-p-e-117269,Oudelandselaan,2652 AB,Berkel en Rodenrijs
"Houwen, J.","Wijkgezondheidscentrum Lindenholt, Huisartsen, Nijmegen",51.8344991,5.7938001,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-houwen-j-325481,Horstacker,6546 EK,Nijmegen
"Huisbrink, M.","Huisartsenpraktijk Molentocht, Purmerend",52.4896642,4.9662173,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-huisbrink-m-314467,Persijnlaan,1447 EJ,Purmerend
"Idsardi, G.","Huisartsenpraktijk De Kern, Haulerwijk",53.0657127,6.3307996,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-idsardi-g-306210,Hoofdweg-Boven,8433 LA,Haulerwijk
"John, R.P.","Huisartsenpraktijk 't Hooge Zand, Hoogezand",53.1598339,6.7537268,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-john-r-p-168795,Erasmusweg,9602 BG,Hoogezand
"Keizer, J.L.","Huisartsenpraktijk Keizer, Hilversum",52.2413039,5.1782815,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-keizer-j-l-271149,Lopes Diaslaan,1222 VE,Hilversum
"Kleijzen-van de Wijdeven, A.H.","Huisartsenmaatschap West, locatie Kooikersweg, 's-Hertogenbosch",51.6943146,5.2750479,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kleijzen-van-de-wijdeven-a-h-121122,Kooikersweg,5223 KE,'s-Hertogenbosch
"Kneefel, H.J.","WIJ Huisartsen, locatie Hooglanderveen, Amersfoort",52.1892838,5.415078,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kneefel-h-j-316879,Heideweg,3825 ZM,Amersfoort
"Kooijman, S.W.M.","Gezondheidscentrum Aalsmeer Oost, Aalsmeer",52.2743806,4.7950859,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kooijman-s-w-m-316475,,1432 JZ,Aalsmeer
"Kramer, M.P.","Prima Porta Huisartsen, Praktijk Kramer, Naarden",52.2905312,5.1531745,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kramer-m-p-114236,Koningin Wilhelminalaan,1411 EL,Naarden
"Kreuwel-Lammerink, J.H.S.","Huisartsen Oranjehoek, Vroomshoop",52.4585129,6.5650533,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kreuwel-lammerink-j-h-s-320509,Linderflier,7681 ZM,Vroomshoop
"Leistra, H.P.J.M.","Huisartsenpraktijk De Diependaal, Stein",50.9690468,5.7676175,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-leistra-h-p-j-m-164254,Haalbrugskensweg,6171 JA,Stein
"Lennep, A.C.D. van","Huisartsenpraktijk van Lennep, Driebergen-Rijsenburg",52.049628,5.2736626,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-lennep-a-c-d-van-119763,De Sluis,3972 CV,Driebergen-Rijsenburg
"Linde, A. van de","Huisartsenpraktijk Boer Balink, Winterswijk",51.9739051,6.7146357,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-linde-a-van-de-123745,Gasthuisstraat,7101 DT,Winterswijk
"Luyendijk, J.S.","Gezondheidscentrum Seghwaert, Huisartsenpraktijk Luyendijk, Zoetermeer",52.064275,4.5137319,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-luyendijk-j-s-117377,Parkdreef,2724 EZ,Zoetermeer
"Macleod Manuel, N.A.","Medisch Centrum de Artsenij, Huisartsen, Hilversum",52.21833,5.1769905,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-macleod-manuel-n-a-327444,Rembrandtlaan,1213 BE,Hilversum
"Mehrtens, J.","Integrale Huisartsenpraktijk West, Amsterdam",52.3655036,4.8592461,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-mehrtens-j-114301,Witte de Withstraat,1057 XE,Amsterdam
"Meijden, R.J.M. van der","Huisartsenpraktijk de Waterlelie, Almere",52.3767467,5.2735382,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-meijden-r-j-m-van-der-278373,Edvard Munchweg,1328 MB,Almere
"Mesdag, M. van","Huisartsenpraktijk Artois, Eindhoven",51.4827985,5.4507883,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-mesdag-m-van-271526,Artoislaan,5627 JB,Eindhoven
"Munneke, H.J.","HuisartsenCentrum Zuid, Praktijk H.J. Munneke, Terneuzen",51.3194786,3.84564,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-munneke-h-j-120284,Alvarezlaan,4536 BD,Terneuzen
"Otter, M.H. den","Gezondheidscentrum Kersenboogerd, Huisartsenpraktijk Boorsma en den Otter, Hoorn",52.6529958,5.0858995,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-otter-m-h-den-154836,Rijnweg,1628 NV,Hoorn
"Oudemans, C.A.","Huisartsenpraktijk Oudemans, Amsterdam",52.3713698,4.9003908,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-oudemans-c-a-153041,Sint Antoniesbreestraat,1011 HB,Amsterdam
"Oudheusden, C.F. van","Huisartsenpraktijk Nuland, Nuland",51.723093,5.4268571,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-oudheusden-c-f-van-270678,Duyn en Daelseweg,5391 EC,Nuland
"Palmen-Scheepers, E.M.J.","Aarveld Medisch Centrum, Huisartsen, Heerlen",50.8776121,5.9795624,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-palmen-scheepers-e-m-j-122767,Ovidiusstraat,6417 VV,Heerlen
"Peulen, C.H.H.M.","Gezondheidscentrum Kapelplein, Huisartsenpraktijk Peulen, Best",51.5111692,5.3924462,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-peulen-c-h-h-m-285938,Kapelplein,5683 AJ,Best
"Philipsen-van Benthum, P.F.E.","SGE Meerhoven, Huisartsen, Eindhoven",51.4419356,5.4083151,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-philipsen-van-benthum-p-f-e-285924,Meerzand,5658 LJ,Eindhoven
"Plato, J.I.","Huisartsenpraktijk Plato, Heumen",51.7647057,5.8419199,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-plato-j-i-335860,Heumense Hof,6582 CP,Heumen
"Ramdin, H.S.","Gezondheidscentrum De Beek, Den Haag",52.073625,4.2817938,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ramdin-h-s-156204,Beeklaan,2562 AD,Den Haag
"Reisen, A.P.J.M. van","Huisartsenpraktijk van Reisen, Luyksgestel",51.2934265,5.3293692,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-reisen-a-p-j-m-van-121574,Weegbree,5575 DB,Luyksgestel
"Renirie, S.K.","Huisartsenpraktijk Pasdeloup - De Vries, Volendam",52.4925844,5.0565905,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-renirie-s-k-250961,Heideweg,1132 CH,Volendam
"Rhijn, P. van","Huisartsenpraktijk van Rhijn & Ghahramani, Oosterhout",51.6485234,4.8707151,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-rhijn-p-van-120714,Pasteurlaan,4901 DJ,Oosterhout
"Ringnalda, Y.","Apotheekhoudende Huisartsenpraktijk Bergwerff, locatie Winsum, Winsum",53.1519039,5.6314637,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ringnalda-y-332478,Skâns,8831 XS,Winsum
"Sande, R. van de","Huisartsenpraktijk van de Sande, Wormer",52.4990809,4.812796,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-sande-r-van-de-278826,Faunastraat,1531 WD,Wormer
"Schend-Prvanova, I.","Huisartsenpraktijk Nassaulaan, Haarlem",52.383448,4.6324209,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schend-prvanova-i-327496,Nassaulaan,2011 PB,Haarlem
"Schenkels, E.B.C.","Huisartsenpraktijk Kattenbroek, Amersfoort",52.1869265,5.3888414,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schenkels-e-b-c-119535,De Herfstdraad,3823 CS,Amersfoort
"Schie-Martijnse, H. van","Gezondheidscentrum Ypenburg, Praktijk van Van Schie en Reijers, Den Haag",52.0417613,4.3656036,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schie-martijnse-h-van-292566,Warnaarslaan,2496 RA,Den Haag
"Schoenmakers, V.M.C.N.","Huisartspraktijk Altrade, Nijmegen",51.8401982,5.8628082,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schoenmakers-v-m-c-n-123056,Groesbeekseweg,6524 CK,Nijmegen
"Schoon, L.","Huisartsen Aan de Singel, Praktijk Schoon, Roermond",51.1892458,5.9867001,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schoon-l-122226,Secretaris Moonenstraat,6041 XE,Roermond
"Schoot, C.M.H.","Huisartspraktijk Schoot, Goes",51.5045177,3.8976077,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schoot-c-m-h-155964,Heernisseweg,4461 PT,Goes
"Schouwink, M.","Huisartsenpraktijk de Trommel, Zwolle",52.4826272,6.1083958,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schouwink-m-124835,Ministerlaan,8014 XE,Zwolle
"Smeink-van der Neut, P.","Medisch Centrum Bussum-Zuid, Bussum",52.2663018,5.1788773,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-smeink-van-der-neut-p-331979,Piet Heinlaan,1403 TZ,Bussum
"Snijders, D.M.","Huisartsenpraktijk Breedeweg, Groesbeek",51.7617032,5.9413404,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-snijders-d-m-319453,Bredeweg,6562 DB,Groesbeek
"Sobels, I.","'t Hart medisch centrum, Lelystad",52.5149332,5.4761514,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-sobels-i-331175,Meenthoek,8224 BS,Lelystad
"Stevens, N.T.J.M.","De Doc Huisartsen, Den Haag",52.0770861,4.3251742,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-stevens-n-t-j-m-156668,Maasstraat,2515 DD,Den Haag
"Stoep, M. van der","Huisartsenpraktijk SenS, Goes",51.4970946,3.8926858,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-stoep-m-van-der-120243,Stationspark,4462 DZ,Goes
"Swarte, C.M.E.","Gezondheidscentrum Overbos, Huisartsen, Hoofddorp",52.3145752,4.6595724,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-swarte-c-m-e-114505,Muiderbos,2134 SW,Hoofddorp
"Thio, A.J.H.","Huisartsenpraktijk Wijnhaven, Rotterdam",51.9171871,4.4877382,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-thio-a-j-h-335668,Wijnhaven,3011 WR,Rotterdam
"Tienen, B. van","Huisartsenpraktijk van Tienen, Enschede",52.2302448,6.8884349,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-tienen-b-van-316087,Walhofstraat,7522 BG,Enschede
"Torn Broers, S.M.","Huisartsengroep Oosterbroek, praktijken Noordbroek en Zuidbroek, Zuidbroek",53.1675496,6.8624575,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-torn-broers-s-m-126033,Europaweg,9636 HT,Zuidbroek
"Trompert, C.A.","Huisartsenpraktijk Trompert, Zuidhorn",53.2479463,6.4040846,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-trompert-c-a-271661,Hanckemalaan,9801 HJ,Zuidhorn
"Van Der Heijden, D.","Huisartsenpraktijk Broekhof & van Boxel, Den Haag",52.0805435,4.2814032,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-van-der-heijden-d-343491,Laan van Meerdervoort,2563 AA,Den Haag
"Verbauwen, R.L.","Medisch Centrum Zonnestein, Huisartsenpraktijk Verbauwen, Amstelveen",52.3112611,4.8706402,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-verbauwen-r-l-337002,Van Heuven Goedhartlaan,1181 LD,Amstelveen
"Verlare, L.R.","Eedenburgh Huisartsen, Hilversum",52.2166135,5.157756,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-verlare-l-r-303895,Frederik van Eedenlaan,1215 EK,Hilversum
"Vervat, E.L.M.F.","Huisartsenpraktijk Buitenhof, Rotterdam",51.9595695,4.5349027,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vervat-e-l-m-f-314493,Niels Bohrplaats,3068 JK,Rotterdam
"Vloemans, A.J.J.","Huisartsenpraktijk Vloemans, Leidschendam",52.0843699,4.3950452,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vloemans-a-j-j-116448,Koningin Julianaweg,2264 BD,Leidschendam
"Vos, H.M.M.","V&V Huisartsen, Den Haag",52.0683399,4.2846219,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vos-h-m-m-270844,Nunspeetlaan,2573 HH,Den Haag
"Vries, J.M. de","Huisartsenpraktijk Pleiaden, IJmuiden",52.4611999,4.6134228,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-j-m-de-155508,Watertorenpad,1972 MJ,IJmuiden
"Walpot, R.J.","HOED de Plataan Huisartsenpraktijk Walpot, Koog aan de Zaan",52.465285,4.8122807,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-walpot-r-j-115400,Lagendijk,1541 KA,Koog aan de Zaan
"Weerd, Y.M. de","Huisartsengroep De Heelhoek, Praktijk De Weerd, Lelystad",52.5205869,5.4870813,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weerd-y-m-de-275240,Noorderwagenstraat,8223 AM,Lelystad
"Weijers, P.H.E.","Huisartsenpraktijk Montfort, Montfort",51.1248332,5.9466418,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weijers-p-h-e-317326,Julianastraat,6065 AM,Montfort
"Wijbrandi, T.F.","Huisartsenpraktijk Eenrum, Eenrum",53.3630139,6.4575454,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wijbrandi-t-f-241286,Burg. Wiersumstraat,9967 RC,Eenrum
"Wijmans, C.A.","Huisartsenpraktijk Spierdijk, Spierdijk",52.6490272,4.9415182,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wijmans-c-a-153943,Spierdijkerweg,1641 LW,Spierdijk
"Wijngaarden-Timmermans, C.R. van","Huisartsenpraktijk Balans, Nootdorp",52.0435539,4.3899787,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wijngaarden-timmermans-c-r-van-271636,Kerkweg,2631 CB,Nootdorp
"Williams, S.J.","Huisartsenpraktijk Lewenborg, Groningen",53.2386955,6.6229077,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-williams-s-j-303325,Kajuit,9733 CZ,Groningen
"Winter, G.V. de","Huisartenpraktijk 't Wad, Den Burg (Texel)",53.0620828,4.8022897,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-winter-g-v-de-293067,Abbewaal,1791 WZ,Den Burg
"Wit, R.","Huisartsenpraktijk Oelrich, Wit en Pelger, Krimpen aan den IJssel",51.920407,4.6012317,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wit-r-117650,Groenendaal,2922 CJ,Krimpen aan den IJssel
"Witvoet, F.H.","Huisartsenpraktijk Witvoet, Zeist",52.0767654,5.264638,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-witvoet-f-h-119831,Hoog Kanje,3708 DL,Zeist
"Wolbers, R.B.T.","Huisartsenpraktijk De Drieweg, locatie Heinkenszand, Heinkenszand",51.4758538,3.820046,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wolbers-r-b-t-119126,Hoefbladstraat,4451 TP,Heinkenszand
"Aal, S.","Huisartsenpraktijk de Graeff, Purmerend",52.5087013,4.9904913,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aal-s-277310,De Graeffweg,1446 BK,Purmerend
"Aanstoot, M.N.","Huisartsenpraktijk Amersfoort, Amersfoort",52.1536712,5.3826007,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aanstoot-m-n-337432,Snouckaertlaan,3811 MB,Amersfoort
"Aarts, P.","Gezondheidscentrum Heerlen-Zuid, Heerlen",50.8758042,5.9813946,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aarts-p-227996,Eurenderweg,6417 SN,Heerlen
"Adams, K.H.M.","Huisartsenpraktijk Roozenburglaan, Middelburg",51.493165,3.6232527,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-adams-k-h-m-243754,Roozenburglaan,4337 JH,Middelburg
"Adams, M.","Huisartsenpraktijk Steltenpool en Brouwers, Oosterhout",51.6620552,4.8572015,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-adams-m-330036,Werkmansbeemd,4907 EW,Oosterhout
"Ahlers, O.G.","Huisartsenpraktijk De Ypelaer, Hilvarenbeek",51.4841045,5.1345597,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ahlers-o-g-121218,Ypelaerstraat,5081 BS,Hilvarenbeek
"Akgul-Aydin, C.Y.","Sanitas Gezondheidscentrum Amsterdam, Huisartsen, Amsterdam",52.3782056,4.8404171,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-akgul-aydin-c-y-314955,Bos en Lommerweg,1061 DD,Amsterdam
"Alphen-Marechal, M.A.A. van","Huisartsenpraktijk F. Smits, Helmond",51.4770516,5.6461461,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-alphen-marechal-m-a-a-van-281224,Mierloseweg,5707 AL,Helmond
"Altena, G.N. van","Huisartsenpraktijk Westzaan, Westzaan",52.4634286,4.7703385,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-altena-g-n-van-271731,Torenstraat,1551 BL,Westzaan
"Andriesse, J.A.","Huisartsenpraktijk De Angstel, Breukelen",52.1766746,4.9954777,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-andriesse-j-a-119180,De Aa,3621 WC,Breukelen
"Angkotta, A.R.","Huisartsengroep 't Stadshart, Praktijk Angkotta, Middelburg",51.4964176,3.6102889,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-angkotta-a-r-158249,Kalverstraat,4331 LZ,Middelburg
"Arnold, K.","Huisartsenpraktijk De Driehoek, Hengelo",52.263103,6.8198015,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-arnold-k-271292,H.C. Pootstraat,7552 WZ,Hengelo
"Aukes, C.J.S.","Huisartsenpraktijk Aukes & Van den Wildenberg, Beuningen",51.8531292,5.7632358,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aukes-c-j-s-270671,Thujapark,6642 CB,Beuningen
"Aussems, L.M.A.","Huisartsenpraktijk Den Bosch Oost, Praktijk Mw. Aussems en Mw. Piek, 's-Hertogenbosch",51.6974174,5.3343482,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aussems-l-m-a-324568,van Broeckhovenlaan,5213 HX,'s-Hertogenbosch
"Avenarius, L.C.C.","Huisartsenpraktijk Reguliersgracht, Amsterdam",52.362194,4.89577,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-avenarius-l-c-c-336893,Reguliersgracht,1017 LV,Amsterdam
"Baan, J.H.","Huisartsengroepspraktijk Rijssen, Rijssen",52.3104326,6.5165844,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-baan-j-h-124120,Dokter Stokkersstraat,7462 AD,Rijssen
